Time (Sec);S7;S19;S9;S5;S1;S6;S12;S14;S16;S13;S17;S21;S2;S15;S8;S20;S4;S11;S10;S3;S18;S22;
0.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333333;100.0;100.0;99.79760879999999;99.79760879999999;150.0;99.79760879999999;100.0;99.79760879999999;100.0;100.0;99.79760879999999;100.0;99.79760879999999;100.0;100.0;99.79760879999999;99.79760879999999;99.79760879999999;100.0;99.79760879999999;100.0;100.0;
0.20333333333333337;99.9999;99.9999;99.79760879999999;99.79760879999999;150.0;99.79760879999999;99.9999;99.79760879999999;99.9999;99.9999;99.79760879999999;99.9999;99.79760879999999;99.9999;99.9999;99.79760879999999;99.79760879999999;99.79760879999999;99.9999;99.79760879999999;99.9999;99.9999;
0.30333333333333334;99.9998;99.9998;99.79750879999999;99.79750879999999;150.0;99.79750879999999;99.9998;99.79750879999999;99.9998;99.9998;99.79750879999999;99.9998;99.79750879999999;99.9998;99.9998;99.79750879999999;99.79750879999999;99.79750879999999;99.9998;99.79750879999999;99.9998;99.9998;
0.4033333333333334;99.99969999999999;99.99969999999999;99.79740879999999;99.79740879999999;150.0;99.79740879999999;99.99969999999999;99.79740879999999;99.99969999999999;99.99969999999999;99.79740879999999;99.99969999999999;99.79740879999999;99.99969999999999;99.99969999999999;99.79740879999999;99.79740879999999;99.79740879999999;99.99969999999999;99.79740879999999;99.99969999999999;99.99969999999999;
0.5033333333333334;99.99959999999999;99.99959999999999;99.79730879999998;99.79730879999998;150.0;99.79730879999998;99.99959999999999;99.79730879999998;99.99959999999999;99.99959999999999;99.79730879999998;99.99959999999999;99.79730879999998;99.99959999999999;99.99959999999999;99.79730879999998;99.79730879999998;99.79730879999998;99.99959999999999;99.79730879999998;99.99959999999999;99.99959999999999;
0.6033333333333335;99.99949999999998;99.99949999999998;99.79720879999998;99.79720879999998;150.0;99.79720879999998;99.99949999999998;99.79720879999998;99.99949999999998;99.99949999999998;99.79720879999998;99.99949999999998;99.79720879999998;99.99949999999998;99.99949999999998;99.79720879999998;99.79720879999998;99.79720879999998;99.99949999999998;99.79720879999998;99.99949999999998;99.99949999999998;
0.7033333333333336;99.99939999999998;99.99939999999998;99.79710879999998;99.79710879999998;150.0;99.79710879999998;99.99939999999998;99.79710879999998;99.99939999999998;99.99939999999998;99.79710879999998;99.99939999999998;99.79710879999998;99.99939999999998;99.99939999999998;99.79710879999998;99.79710879999998;99.79710879999998;99.99939999999998;99.79710879999998;99.99939999999998;99.99939999999998;
0.8033333333333337;99.99929999999998;99.99929999999998;99.79700879999997;99.79700879999997;150.0;99.79700879999997;99.99929999999998;99.79700879999997;99.99929999999998;99.99929999999998;99.79700879999997;99.99929999999998;99.79700879999997;99.99929999999998;99.99929999999998;99.79700879999997;99.79700879999997;99.79700879999997;99.99929999999998;99.79700879999997;99.99929999999998;99.99929999999998;
0.9033333333333337;99.99919999999997;99.99919999999997;99.79690879999997;99.79690879999997;150.0;99.79690879999997;99.99919999999997;99.79690879999997;99.99919999999997;99.99919999999997;99.79690879999997;99.99919999999997;99.79690879999997;99.99919999999997;99.99919999999997;99.79690879999997;99.79690879999997;99.79690879999997;99.99919999999997;99.79690879999997;99.99919999999997;99.99919999999997;
1.0033333333333336;99.99909999999997;99.99909999999997;99.79680879999997;99.79680879999997;150.0;99.79680879999997;99.99909999999997;99.79680879999997;99.99909999999997;99.99909999999997;99.79680879999997;99.99909999999997;99.79680879999997;99.99909999999997;99.99909999999997;99.79680879999997;99.79680879999997;99.79680879999997;99.99909999999997;99.79680879999997;99.99909999999997;99.99909999999997;
1.1033333333333335;99.99899999999997;99.99899999999997;99.79670879999996;99.79670879999996;150.0;99.79670879999996;99.99899999999997;99.79670879999996;99.99899999999997;99.99899999999997;99.79670879999996;99.99899999999997;99.79670879999996;99.99899999999997;99.99899999999997;99.79670879999996;99.79670879999996;99.79670879999996;99.99899999999997;99.79670879999996;99.99899999999997;99.99899999999997;
1.2033333333333334;99.99899999999997;99.99899999999997;99.79660879999996;99.79660879999996;150.0;99.79660879999996;99.99899999999997;99.79660879999996;99.99899999999997;99.99899999999997;99.79660879999996;99.99899999999997;99.79660879999996;99.99899999999997;99.99899999999997;99.79660879999996;99.79660879999996;99.79660879999996;99.99899999999997;99.79660879999996;99.99899999999997;99.99899999999997;
1.3033333333333335;99.99889999999996;99.99889999999996;99.79660879999996;99.79660879999996;150.0;99.79660879999996;99.99889999999996;99.79660879999996;99.99889999999996;99.99889999999996;99.79660879999996;99.99889999999996;99.79660879999996;99.99889999999996;99.99889999999996;99.79660879999996;99.79660879999996;99.79660879999996;99.99889999999996;99.79660879999996;99.99889999999996;99.99889999999996;
